window_start,window_end,node_id,sent_pkts,sent_bytes,recv_pkts,recv_bytes,avg_delay_ms,jitter_ms,throughput_bps,DestinationRecvDataPkts,DestinationRecvDataBytes,goodput_bps
0.0,0.5,0.0,7.0,588.0,6.0,504.0,0.255,0.0,8064,0.0,0.0,0
0.0,0.5,1.0,3.0,252.0,3.0,252.0,0.255,0.001,4032,0.0,0.0,0
0.0,0.5,2.0,4.0,336.0,4.0,336.0,0.255,0.001,5376,0.0,0.0,0
0.0,0.5,3.0,9.0,756.0,9.0,756.0,0.255,0.0,12096,0.0,0.0,0
0.0,0.5,4.0,5.0,420.0,5.0,420.0,0.255,0.001,6720,0.0,0.0,0
0.0,0.5,5.0,5.0,420.0,5.0,420.0,0.255,0.0,6720,0.0,0.0,0
0.0,0.5,6.0,7.0,588.0,7.0,588.0,0.255,0.0,9408,0.0,0.0,0
0.0,0.5,7.0,9.0,756.0,8.0,672.0,0.255,0.0,10752,0.0,0.0,0
0.0,0.5,8.0,7.0,588.0,7.0,588.0,0.255,0.0,9408,0.0,0.0,0
0.0,0.5,9.0,11.0,924.0,10.0,840.0,0.255,0.0,13440,0.0,0.0,0
0.0,0.5,10.0,8.0,672.0,8.0,672.0,0.255,0.001,10752,0.0,0.0,0
0.0,0.5,11.0,3.0,252.0,7.0,588.0,0.255,0.0,9408,0.0,0.0,0
0.0,0.5,12.0,10.0,840.0,9.0,756.0,0.255,0.0,12096,0.0,0.0,0
0.0,0.5,13.0,4.0,336.0,4.0,336.0,0.255,0.001,5376,0.0,0.0,0
0.0,0.5,14.0,10.0,840.0,10.0,840.0,0.255,0.001,13440,0.0,0.0,0
0.0,0.5,15.0,10.0,840.0,9.0,756.0,0.255,0.0,12096,0.0,0.0,0
0.0,0.5,16.0,8.0,672.0,8.0,672.0,0.254,0.001,10752,0.0,0.0,0
0.0,0.5,17.0,9.0,756.0,8.0,672.0,0.255,0.0,10752,0.0,0.0,0
0.0,0.5,18.0,10.0,840.0,10.0,840.0,0.255,0.0,13440,0.0,0.0,0
0.0,0.5,19.0,4.0,336.0,4.0,336.0,0.255,0.001,5376,0.0,0.0,0
0.0,0.5,20.0,5.0,420.0,5.0,420.0,0.255,0.0,6720,0.0,0.0,0
0.0,0.5,21.0,7.0,588.0,7.0,588.0,0.255,0.0,9408,0.0,0.0,0
0.0,0.5,22.0,1.0,84.0,1.0,84.0,0.255,0.0,1344,0.0,0.0,0
0.0,0.5,23.0,3.0,252.0,3.0,252.0,0.255,0.0,4032,0.0,0.0,0
0.0,0.5,24.0,8.0,672.0,8.0,672.0,0.255,0.0,10752,0.0,0.0,0
0.0,0.5,25.0,10.0,840.0,9.0,756.0,0.255,0.0,12096,0.0,0.0,0
0.0,0.5,26.0,3.0,252.0,2.0,168.0,0.255,0.0,2688,0.0,0.0,0
0.0,0.5,27.0,5.0,420.0,5.0,420.0,0.255,0.0,6720,0.0,0.0,0
0.0,0.5,28.0,13.0,1092.0,12.0,1008.0,0.255,0.0,16128,0.0,0.0,0
0.0,0.5,29.0,4.0,336.0,9.0,756.0,0.255,0.001,12096,0.0,0.0,0
0.0,0.5,30.0,7.0,588.0,7.0,588.0,0.255,0.0,9408,0.0,0.0,0
0.5,1.0,0.0,7.0,924.0,7.0,1132.0,0.311,0.006,18112,0.0,0.0,0
0.5,1.0,1.0,3.0,324.0,3.0,348.0,0.278,0.006,5568,0.0,0.0,0
0.5,1.0,2.0,4.0,464.0,3.0,340.0,0.276,0.007,5440,0.0,0.0,0
0.5,1.0,3.0,9.0,1404.0,8.0,1112.0,0.294,0.011,17792,0.0,0.0,0
0.5,1.0,4.0,5.0,620.0,5.0,692.0,0.294,0.011,11072,0.0,0.0,0
0.5,1.0,5.0,5.0,620.0,5.0,644.0,0.287,0.021,10304,0.0,0.0,0
0.5,1.0,6.0,7.0,980.0,7.0,1108.0,0.308,0.009,17728,0.0,0.0,0
0.5,1.0,7.0,9.0,1332.0,9.0,1420.0,0.308,0.009,22720,0.0,0.0,0
0.5,1.0,8.0,7.0,980.0,7.0,1084.0,0.306,0.01,17344,0.0,0.0,0
0.5,1.0,9.0,5.0,820.0,11.0,1668.0,0.303,0.009,26688,0.0,0.0,0
0.5,1.0,10.0,8.0,1184.0,7.0,1100.0,0.307,0.01,17600,0.0,0.0,0
0.5,1.0,11.0,7.0,980.0,6.0,896.0,0.302,0.006,14336,0.0,0.0,0
0.5,1.0,12.0,10.0,1560.0,10.0,1392.0,0.295,0.01,22272,0.0,0.0,0
0.5,1.0,13.0,4.0,464.0,4.0,560.0,0.295,0.013,8960,0.0,0.0,0
0.5,1.0,14.0,10.0,1640.0,9.0,1372.0,0.304,0.01,21952,0.0,0.0,0
0.5,1.0,15.0,10.0,1560.0,10.0,1528.0,0.304,0.01,24448,0.0,0.0,0
0.5,1.0,16.0,8.0,1184.0,7.0,1068.0,0.304,0.011,17088,0.0,0.0,0
0.5,1.0,17.0,9.0,1332.0,9.0,1420.0,0.308,0.009,22720,0.0,0.0,0
0.5,1.0,18.0,10.0,1640.0,10.0,1496.0,0.302,0.011,23936,0.0,0.0,0
0.5,1.0,19.0,4.0,464.0,4.0,560.0,0.295,0.013,8960,0.0,0.0,0
0.5,1.0,20.0,2.0,248.0,5.0,628.0,0.285,0.013,10048,0.0,0.0,0
0.5,1.0,21.0,7.0,980.0,6.0,896.0,0.302,0.006,14336,0.0,0.0,0
0.5,1.0,22.0,1.0,92.0,1.0,100.0,0.266,0.0,1600,0.0,0.0,0
0.5,1.0,23.0,3.0,324.0,2.0,224.0,0.275,0.004,3584,0.0,0.0,0
0.5,1.0,24.0,8.0,1184.0,8.0,1088.0,0.292,0.013,17408,0.0,0.0,0
0.5,1.0,25.0,10.0,1560.0,9.0,1340.0,0.302,0.01,21440,0.0,0.0,0
0.5,1.0,26.0,3.0,300.0,3.0,372.0,0.284,0.024,5952,0.0,0.0,0
0.5,1.0,27.0,5.0,620.0,5.0,692.0,0.294,0.01,11072,0.0,0.0,0
0.5,1.0,28.0,13.0,2340.0,13.0,1964.0,0.303,0.007,31424,0.0,0.0,0
0.5,1.0,29.0,9.0,1404.0,9.0,1324.0,0.3,0.016,21184,0.0,0.0,0
0.5,1.0,30.0,7.0,980.0,7.0,940.0,0.291,0.013,15040,0.0,0.0,0
1.0,1.5,0.0,7.0,980.0,7.0,1156.0,0.314,0.008,18496,0.0,0.0,0
1.0,1.5,1.0,3.0,324.0,3.0,348.0,0.273,0.006,5568,0.0,0.0,0
1.0,1.5,2.0,4.0,464.0,4.0,464.0,0.275,0.006,7424,0.0,0.0,0
1.0,1.5,3.0,9.0,1404.0,9.0,1252.0,0.296,0.015,20032,0.0,0.0,0
1.0,1.5,4.0,5.0,620.0,5.0,692.0,0.298,0.013,11072,0.0,0.0,0
1.0,1.5,5.0,5.0,620.0,5.0,652.0,0.29,0.019,10432,0.0,0.0,0
1.0,1.5,6.0,6.0,840.0,7.0,1132.0,0.309,0.011,18112,0.0,0.0,0
1.0,1.5,7.0,6.0,936.0,9.0,1452.0,0.309,0.009,23232,0.0,0.0,0
1.0,1.5,8.0,7.0,980.0,7.0,1116.0,0.307,0.013,17856,0.0,0.0,0
1.0,1.5,9.0,11.0,1892.0,9.0,1412.0,0.307,0.011,22592,0.0,0.0,0
1.0,1.5,10.0,8.0,1184.0,8.0,1296.0,0.309,0.01,20736,0.0,0.0,0
1.0,1.5,11.0,7.0,980.0,7.0,1092.0,0.307,0.008,17472,0.0,0.0,0
1.0,1.5,12.0,10.0,1640.0,10.0,1408.0,0.296,0.011,22528,0.0,0.0,0
1.0,1.5,13.0,4.0,464.0,4.0,568.0,0.3,0.016,9088,0.0,0.0,0
1.0,1.5,14.0,10.0,1640.0,10.0,1584.0,0.306,0.011,25344,0.0,0.0,0
1.0,1.5,15.0,10.0,1640.0,8.0,1272.0,0.306,0.012,20352,0.0,0.0,0
1.0,1.5,16.0,8.0,1184.0,8.0,1272.0,0.309,0.012,20352,0.0,0.0,0
1.0,1.5,17.0,9.0,1404.0,9.0,1452.0,0.309,0.009,23232,0.0,0.0,0
1.0,1.5,18.0,10.0,1640.0,8.0,1232.0,0.305,0.015,19712,0.0,0.0,0
1.0,1.5,19.0,4.0,464.0,4.0,568.0,0.3,0.016,9088,0.0,0.0,0
1.0,1.5,20.0,5.0,620.0,5.0,628.0,0.286,0.015,10048,0.0,0.0,0
1.0,1.5,21.0,5.0,700.0,7.0,1092.0,0.306,0.01,17472,0.0,0.0,0
1.0,1.5,22.0,1.0,92.0,1.0,108.0,0.27,0.0,1728,0.0,0.0,0
1.0,1.5,23.0,3.0,324.0,3.0,348.0,0.28,0.0,5568,0.0,0.0,0
1.0,1.5,24.0,8.0,1184.0,8.0,1104.0,0.296,0.016,17664,0.0,0.0,0
1.0,1.5,25.0,10.0,1640.0,10.0,1544.0,0.306,0.013,24704,0.0,0.0,0
1.0,1.5,26.0,3.0,324.0,3.0,372.0,0.283,0.025,5952,0.0,0.0,0
1.0,1.5,27.0,5.0,620.0,5.0,692.0,0.294,0.013,11072,0.0,0.0,0
1.0,1.5,28.0,13.0,2444.0,13.0,2012.0,0.305,0.007,32192,0.0,0.0,0
1.0,1.5,29.0,9.0,1404.0,9.0,1364.0,0.301,0.016,21824,0.0,0.0,0
1.0,1.5,30.0,7.0,980.0,7.0,948.0,0.294,0.016,15168,0.0,0.0,0
1.5,2.0,0.0,7.0,980.0,6.0,992.0,0.312,0.01,15872,0.0,0.0,0
1.5,2.0,1.0,3.0,324.0,3.0,348.0,0.273,0.006,5568,0.0,0.0,0
1.5,2.0,2.0,4.0,464.0,4.0,464.0,0.275,0.006,7424,0.0,0.0,0
1.5,2.0,3.0,9.0,1404.0,8.0,1088.0,0.29,0.011,17408,0.0,0.0,0
1.5,2.0,4.0,5.0,620.0,5.0,692.0,0.294,0.015,11072,0.0,0.0,0
1.5,2.0,5.0,5.0,620.0,5.0,652.0,0.286,0.022,10432,0.0,0.0,0
1.5,2.0,6.0,7.0,980.0,7.0,1132.0,0.307,0.011,18112,0.0,0.0,0
1.5,2.0,7.0,9.0,1404.0,9.0,1452.0,0.309,0.011,23232,0.0,0.0,0
1.5,2.0,8.0,1.0,140.0,7.0,1116.0,0.309,0.013,17856,0.0,0.0,0
1.5,2.0,9.0,11.0,1892.0,10.0,1568.0,0.305,0.011,25088,0.0,0.0,0
1.5,2.0,10.0,8.0,1184.0,8.0,1296.0,0.308,0.013,20736,0.0,0.0,0
1.5,2.0,11.0,7.0,980.0,5.0,788.0,0.306,0.011,12608,0.0,0.0,0
1.5,2.0,12.0,1.0,164.0,9.0,1260.0,0.294,0.011,20160,0.0,0.0,0
1.5,2.0,13.0,4.0,464.0,3.0,404.0,0.287,0.015,6464,0.0,0.0,0
1.5,2.0,14.0,10.0,1640.0,10.0,1584.0,0.305,0.013,25344,0.0,0.0,0
1.5,2.0,15.0,10.0,1640.0,10.0,1568.0,0.306,0.012,25088,0.0,0.0,0
1.5,2.0,16.0,6.0,888.0,6.0,968.0,0.31,0.014,15488,0.0,0.0,0
1.5,2.0,17.0,9.0,1404.0,9.0,1452.0,0.309,0.011,23232,0.0,0.0,0
1.5,2.0,18.0,10.0,1640.0,10.0,1528.0,0.302,0.013,24448,0.0,0.0,0
1.5,2.0,19.0,4.0,464.0,3.0,404.0,0.29,0.01,6464,0.0,0.0,0
1.5,2.0,20.0,5.0,620.0,5.0,628.0,0.284,0.017,10048,0.0,0.0,0
1.5,2.0,21.0,7.0,980.0,5.0,788.0,0.308,0.008,12608,0.0,0.0,0
1.5,2.0,22.0,1.0,92.0,1.0,108.0,0.27,0.0,1728,0.0,0.0,0
1.5,2.0,23.0,3.0,324.0,3.0,348.0,0.273,0.006,5568,0.0,0.0,0
1.5,2.0,24.0,8.0,1184.0,7.0,940.0,0.29,0.015,15040,0.0,0.0,0
1.5,2.0,25.0,10.0,1640.0,8.0,1240.0,0.308,0.013,19840,0.0,0.0,0
1.5,2.0,26.0,3.0,324.0,3.0,372.0,0.28,0.02,5952,0.0,0.0,0
1.5,2.0,27.0,5.0,620.0,5.0,692.0,0.292,0.013,11072,0.0,0.0,0
1.5,2.0,28.0,13.0,2444.0,11.0,1724.0,0.305,0.008,27584,0.0,0.0,0
1.5,2.0,29.0,9.0,1404.0,9.0,1364.0,0.3,0.017,21824,0.0,0.0,0
1.5,2.0,30.0,7.0,980.0,6.0,784.0,0.288,0.015,12544,0.0,0.0,0
2.0,2.5,0.0,7.0,980.0,6.0,968.0,0.312,0.008,15488,0.0,0.0,0
2.0,2.5,1.0,3.0,324.0,3.0,348.0,0.277,0.006,5568,0.0,0.0,0
2.0,2.5,2.0,4.0,464.0,4.0,464.0,0.275,0.006,7424,0.0,0.0,0
2.0,2.5,3.0,9.0,1404.0,8.0,1104.0,0.294,0.018,17664,0.0,0.0,0
2.0,2.5,4.0,5.0,620.0,5.0,692.0,0.29,0.01,11072,0.0,0.0,0
2.0,2.5,5.0,5.0,620.0,5.0,652.0,0.288,0.022,10432,0.0,0.0,0
2.0,2.5,6.0,7.0,980.0,7.0,1132.0,0.311,0.011,18112,0.0,0.0,0
2.0,2.5,7.0,9.0,1404.0,9.0,1452.0,0.31,0.012,23232,0.0,0.0,0
2.0,2.5,8.0,7.0,980.0,6.0,928.0,0.307,0.008,14848,0.0,0.0,0
2.0,2.5,9.0,11.0,1892.0,11.0,1708.0,0.307,0.009,27328,0.0,0.0,0
2.0,2.5,10.0,8.0,1184.0,8.0,1296.0,0.311,0.012,20736,0.0,0.0,0
2.0,2.5,11.0,7.0,980.0,7.0,1092.0,0.309,0.009,17472,0.0,0.0,0
2.0,2.5,12.0,10.0,1640.0,10.0,1408.0,0.297,0.011,22528,0.0,0.0,0
2.0,2.5,13.0,4.0,464.0,4.0,568.0,0.298,0.017,9088,0.0,0.0,0
2.0,2.5,14.0,10.0,1640.0,10.0,1584.0,0.309,0.012,25344,0.0,0.0,0
2.0,2.5,15.0,10.0,1640.0,9.0,1380.0,0.307,0.007,22080,0.0,0.0,0
2.0,2.5,16.0,8.0,1184.0,7.0,1084.0,0.309,0.009,17344,0.0,0.0,0
2.0,2.5,17.0,9.0,1404.0,9.0,1452.0,0.312,0.01,23232,0.0,0.0,0
2.0,2.5,18.0,10.0,1640.0,9.0,1340.0,0.301,0.009,21440,0.0,0.0,0
2.0,2.5,19.0,4.0,464.0,4.0,568.0,0.298,0.017,9088,0.0,0.0,0
2.0,2.5,20.0,5.0,620.0,5.0,628.0,0.282,0.011,10048,0.0,0.0,0
2.0,2.5,21.0,7.0,980.0,7.0,1092.0,0.309,0.009,17472,0.0,0.0,0
2.0,2.5,22.0,1.0,92.0,1.0,108.0,0.28,0.0,1728,0.0,0.0,0
2.0,2.5,23.0,3.0,324.0,3.0,348.0,0.277,0.006,5568,0.0,0.0,0
2.0,2.5,24.0,6.0,888.0,8.0,1104.0,0.292,0.016,17664,0.0,0.0,0
