timestamp,round,train_loss,test_acc,macro_f1,weighted_f1,balanced_acc,macro_prauc,ece,brier,avg_conf,ema_test_acc
2026-03-20 15:20:09,0,2.5069,0.0308,0.019,0.0251,0.1008,0.104,0.082,0.9113,0.1127,0.0308
2026-03-20 15:20:16,1,2.3896,0.1035,0.0702,0.1171,0.1408,0.1498,0.1033,0.8921,0.1254,0.0453
