timestamp,round,train_loss,test_acc,macro_f1,weighted_f1,balanced_acc,macro_prauc,ece,brier,avg_conf,ema_test_acc
2026-03-20 15:19:29,0,2.5069,0.0308,0.019,0.0251,0.1008,0.104,0.082,0.9113,0.1127,0.0308
