timestamp,round,train_loss,test_acc,macro_f1,weighted_f1,balanced_acc,macro_prauc,ece,brier,avg_conf,ema_test_acc
2026-03-21 12:04:46,0,2.1517,0.1207,0.0338,0.2085,0.0228,0.1003,0.1566,0.8511,0.1689,0.1207
