timestamp,round,train_loss,test_acc,macro_f1,weighted_f1,balanced_acc,macro_prauc,ece,brier,avg_conf,ema_test_acc
2026-03-21 11:58:24,0,2.3584,0.0615,0.0223,0.0889,0.1133,0.1033,0.0578,0.9019,0.1129,0.0615
