time,node_id,initial_energy,remaining_energy,data_mode,data_rate_mbps,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,speed_m_s,yaw_deg,pitch_deg
1,0,1e+06,999999,DsssRate11Mbps,11,500,500,0,0,0,0,0,0,0
1,1,179.8,178.982,DsssRate5_5Mbps,5.5,956.444,702.607,138.484,0,0,0,0,0,0
1,2,194.895,194.077,DsssRate2Mbps,2,909.417,698.084,156.777,0,0,0,0,0,0
1,3,178.079,177.262,DsssRate11Mbps,11,548.935,621.091,86.9131,0,0,0,0,0,0
1,4,172.492,171.674,DsssRate2Mbps,2,548.058,895.889,57.7833,0,0,0,0,0,0
1,5,186.212,185.394,DsssRate11Mbps,11,853.902,510.163,93.1342,0,0,0,0,0,0
1,6,183.021,182.203,DsssRate5_5Mbps,5.5,614.422,152.72,32.0322,0,0,0,0,0,0
1,7,176.619,175.802,DsssRate1Mbps,1,460.268,135.665,86.4674,0,0,0,0,0,0
1,8,156.524,155.707,DsssRate2Mbps,2,118.554,207.518,43.3421,0,0,0,0,0,0
1,9,173.774,172.957,DsssRate2Mbps,2,266.532,145.315,163.508,0,0,0,0,0,0
1,10,160.335,159.518,DsssRate5_5Mbps,5.5,600.709,130.913,140.525,0,0,0,0,0,0
1,11,195.229,194.411,DsssRate11Mbps,11,41.7598,316.002,171.632,0,0,0,0,0,0
1,12,151.11,150.293,DsssRate5_5Mbps,5.5,218.982,589.898,124.2,0,0,0,0,0,0
1,13,163.072,162.254,DsssRate11Mbps,11,153.552,851.685,158.832,0,0,0,0,0,0
1,14,162.857,162.04,DsssRate11Mbps,11,535.727,226.118,125.801,0,0,0,0,0,0
1,15,179.388,178.571,DsssRate5_5Mbps,5.5,252.415,144.059,70.4472,0,0,0,0,0,0
1,16,162.18,161.363,DsssRate1Mbps,1,145.058,308.362,90.5491,0,0,0,0,0,0
1,17,155.605,154.788,DsssRate5_5Mbps,5.5,424.01,68.2637,181.332,0,0,0,0,0,0
1,18,189.579,188.762,DsssRate1Mbps,1,579.649,367.693,156.043,0,0,0,0,0,0
1,19,166.774,165.956,DsssRate1Mbps,1,121.554,877.603,149.552,0,0,0,0,0,0
1,20,166.512,165.694,DsssRate11Mbps,11,647.533,881.633,160.777,0,0,0,0,0,0
1,21,169.308,168.49,DsssRate1Mbps,1,91.2849,345.173,21.2331,0,0,0,0,0,0
1,22,172.531,171.712,DsssRate11Mbps,11,952.893,70.2772,136.261,0,0,0,0,0,0
1,23,153.353,152.534,DsssRate2Mbps,2,887.367,962.775,164.675,0,0,0,0,0,0
1,24,163.495,162.677,DsssRate5_5Mbps,5.5,284.179,751.972,183.85,0,0,0,0,0,0
1,25,190.92,190.103,DsssRate5_5Mbps,5.5,185.342,441.177,60.9281,0,0,0,0,0,0
1,26,167.181,166.362,DsssRate5_5Mbps,5.5,933.946,336.264,40.4627,0,0,0,0,0,0
1,27,199.774,198.956,DsssRate11Mbps,11,513.203,839.18,110.133,0,0,0,0,0,0
1,28,160.651,159.834,DsssRate11Mbps,11,414.255,271.509,155.692,0,0,0,0,0,0
1,29,195.079,194.262,DsssRate11Mbps,11,615.651,252.464,72.2631,0,0,0,0,0,0
1,30,169.609,168.791,DsssRate2Mbps,2,298.629,854.143,45.5176,0,0,0,0,0,0
1.5,0,1e+06,999999,DsssRate11Mbps,11,500,500,0,0,0,0,0,0,0
1.5,1,179.8,178.572,DsssRate5_5Mbps,5.5,956.444,702.607,138.484,0,0,0,0,0,0
1.5,2,194.895,193.668,DsssRate2Mbps,2,909.417,698.084,156.777,0,0,0,0,0,0
1.5,3,178.079,176.853,DsssRate11Mbps,11,548.935,621.091,86.9131,0,0,0,0,0,0
1.5,4,172.492,171.265,DsssRate2Mbps,2,548.058,895.889,57.7833,0,0,0,0,0,0
1.5,5,186.212,184.985,DsssRate11Mbps,11,853.902,510.163,93.1342,0,0,0,0,0,0
1.5,6,183.021,181.794,DsssRate5_5Mbps,5.5,614.422,152.72,32.0322,0,0,0,0,0,0
1.5,7,176.619,175.393,DsssRate1Mbps,1,460.268,135.665,86.4674,0,0,0,0,0,0
1.5,8,156.524,155.298,DsssRate2Mbps,2,118.554,207.518,43.3421,0,0,0,0,0,0
1.5,9,173.774,172.549,DsssRate2Mbps,2,266.532,145.315,163.508,0,0,0,0,0,0
1.5,10,160.335,159.109,DsssRate5_5Mbps,5.5,600.709,130.913,140.525,0,0,0,0,0,0
1.5,11,195.229,194.002,DsssRate11Mbps,11,41.7598,316.002,171.632,0,0,0,0,0,0
1.5,12,151.11,149.884,DsssRate5_5Mbps,5.5,218.982,589.898,124.2,0,0,0,0,0,0
1.5,13,163.072,161.845,DsssRate11Mbps,11,153.552,851.685,158.832,0,0,0,0,0,0
1.5,14,162.857,161.631,DsssRate11Mbps,11,535.727,226.118,125.801,0,0,0,0,0,0
1.5,15,179.388,178.162,DsssRate5_5Mbps,5.5,252.415,144.059,70.4472,0,0,0,0,0,0
1.5,16,162.18,160.954,DsssRate1Mbps,1,145.058,308.362,90.5491,0,0,0,0,0,0
1.5,17,155.605,154.379,DsssRate5_5Mbps,5.5,424.01,68.2637,181.332,0,0,0,0,0,0
1.5,18,189.579,188.353,DsssRate1Mbps,1,579.649,367.693,156.043,0,0,0,0,0,0
1.5,19,166.774,165.547,DsssRate1Mbps,1,121.554,877.603,149.552,0,0,0,0,0,0
1.5,20,166.512,165.285,DsssRate11Mbps,11,647.533,881.633,160.777,0,0,0,0,0,0
1.5,21,169.308,168.081,DsssRate1Mbps,1,91.2849,345.173,21.2331,0,0,0,0,0,0
1.5,22,172.531,171.303,DsssRate11Mbps,11,952.893,70.2772,136.261,0,0,0,0,0,0
1.5,23,153.353,152.125,DsssRate2Mbps,2,887.367,962.775,164.675,0,0,0,0,0,0
1.5,24,163.495,162.269,DsssRate5_5Mbps,5.5,284.179,751.972,183.85,0,0,0,0,0,0
1.5,25,190.92,189.695,DsssRate5_5Mbps,5.5,185.342,441.177,60.9281,0,0,0,0,0,0
1.5,26,167.181,165.953,DsssRate5_5Mbps,5.5,933.946,336.264,40.4627,0,0,0,0,0,0
1.5,27,199.774,198.547,DsssRate11Mbps,11,513.203,839.18,110.133,0,0,0,0,0,0
1.5,28,160.651,159.426,DsssRate11Mbps,11,414.255,271.509,155.692,0,0,0,0,0,0
1.5,29,195.079,193.853,DsssRate11Mbps,11,615.651,252.464,72.2631,0,0,0,0,0,0
1.5,30,169.609,168.382,DsssRate2Mbps,2,298.629,854.143,45.5176,0,0,0,0,0,0
