time,node_id,initial_energy,remaining_energy,data_mode,data_rate_mbps,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,speed_m_s,yaw_deg,pitch_deg
1,0,1e+06,999999,DsssRate11Mbps,11,500,500,0,0,0,0,0,0,0
1,1,241.969,241.151,DsssRate5_5Mbps,5.5,956.444,702.607,138.484,0,0,0,0,0,0
1,2,299.946,299.128,DsssRate2Mbps,2,909.417,698.084,156.777,0,0,0,0,0,0
1,3,205.029,204.211,DsssRate11Mbps,11,548.935,621.091,86.9131,0,0,0,0,0,0
1,4,217.34,216.522,DsssRate2Mbps,2,548.058,895.889,57.7833,0,0,0,0,0,0
1,5,228.833,228.015,DsssRate11Mbps,11,853.902,510.163,93.1342,0,0,0,0,0,0
1,6,258.504,257.686,DsssRate5_5Mbps,5.5,614.422,152.72,32.0322,0,0,0,0,0,0
1,7,218.262,217.445,DsssRate1Mbps,1,460.268,135.665,86.4674,0,0,0,0,0,0
1,8,215.793,214.976,DsssRate2Mbps,2,118.554,207.518,43.3421,0,0,0,0,0,0
1,9,285.607,284.79,DsssRate2Mbps,2,266.532,145.315,163.508,0,0,0,0,0,0
1,10,203.79,202.973,DsssRate5_5Mbps,5.5,600.709,130.913,140.525,0,0,0,0,0,0
1,11,201.604,200.787,DsssRate11Mbps,11,41.7598,316.002,171.632,0,0,0,0,0,0
1,12,200.039,199.221,DsssRate5_5Mbps,5.5,218.982,589.898,124.2,0,0,0,0,0,0
1,13,253.924,253.106,DsssRate11Mbps,11,153.552,851.685,158.832,0,0,0,0,0,0
1,14,267.029,266.212,DsssRate11Mbps,11,535.727,226.118,125.801,0,0,0,0,0,0
1,15,283.669,282.852,DsssRate5_5Mbps,5.5,252.415,144.059,70.4472,0,0,0,0,0,0
1,16,216.039,215.222,DsssRate1Mbps,1,145.058,308.362,90.5491,0,0,0,0,0,0
1,17,202.172,201.354,DsssRate5_5Mbps,5.5,424.01,68.2637,181.332,0,0,0,0,0,0
1,18,294.642,293.825,DsssRate1Mbps,1,579.649,367.693,156.043,0,0,0,0,0,0
1,19,204.925,204.107,DsssRate1Mbps,1,121.554,877.603,149.552,0,0,0,0,0,0
1,20,230.608,229.789,DsssRate11Mbps,11,647.533,881.633,160.777,0,0,0,0,0,0
1,21,205.86,205.042,DsssRate1Mbps,1,91.2849,345.173,21.2331,0,0,0,0,0,0
1,22,243.001,242.183,DsssRate11Mbps,11,952.893,70.2772,136.261,0,0,0,0,0,0
1,23,298.5,297.681,DsssRate2Mbps,2,887.367,962.775,164.675,0,0,0,0,0,0
1,24,260.871,260.053,DsssRate5_5Mbps,5.5,284.179,751.972,183.85,0,0,0,0,0,0
1,25,228.873,228.056,DsssRate5_5Mbps,5.5,185.342,441.177,60.9281,0,0,0,0,0,0
1,26,246.436,245.617,DsssRate5_5Mbps,5.5,933.946,336.264,40.4627,0,0,0,0,0,0
1,27,211.751,210.933,DsssRate11Mbps,11,513.203,839.18,110.133,0,0,0,0,0,0
1,28,211.831,211.015,DsssRate11Mbps,11,414.255,271.509,155.692,0,0,0,0,0,0
1,29,245.429,244.612,DsssRate11Mbps,11,615.651,252.464,72.2631,0,0,0,0,0,0
1,30,217.396,216.578,DsssRate2Mbps,2,298.629,854.143,45.5176,0,0,0,0,0,0
1,31,243.715,242.897,DsssRate5_5Mbps,5.5,399.043,724.129,79.5315,0,0,0,0,0,0
1,32,291.107,290.289,DsssRate5_5Mbps,5.5,792.519,42.4349,186.634,0,0,0,0,0,0
1,33,274.596,273.779,DsssRate5_5Mbps,5.5,729.783,147.199,66.5613,0,0,0,0,0,0
1,34,293.417,292.6,DsssRate2Mbps,2,203.595,537.804,195.857,0,0,0,0,0,0
1,35,271.369,270.552,DsssRate11Mbps,11,181.844,303.651,158.698,0,0,0,0,0,0
1,36,238.088,237.271,DsssRate2Mbps,2,390.288,386.08,138.195,0,0,0,0,0,0
1,37,237.939,237.121,DsssRate1Mbps,1,338.688,595.848,95.4319,0,0,0,0,0,0
1,38,207.241,206.424,DsssRate11Mbps,11,607.975,359.912,54.5267,0,0,0,0,0,0
1,39,259.899,259.081,DsssRate5_5Mbps,5.5,8.38473,158.929,90.0037,0,0,0,0,0,0
1,40,200.945,200.127,DsssRate2Mbps,2,428.113,7.37638,166.724,0,0,0,0,0,0
1,41,251.988,251.17,DsssRate2Mbps,2,602.904,559.305,44.7815,0,0,0,0,0,0
1,42,221.528,220.71,DsssRate2Mbps,2,127.711,37.8837,137.552,0,0,0,0,0,0
1,43,280.297,279.479,DsssRate11Mbps,11,165.053,191.842,62.5812,0,0,0,0,0,0
1,44,214.958,214.14,DsssRate1Mbps,1,985.94,291.685,178.646,0,0,0,0,0,0
1,45,236.403,235.585,DsssRate2Mbps,2,828.154,657.964,189.131,0,0,0,0,0,0
1,46,252.369,251.552,DsssRate5_5Mbps,5.5,679.819,315.183,52.6972,0,0,0,0,0,0
1,47,230.154,229.336,DsssRate1Mbps,1,745.565,456.887,183.187,0,0,0,0,0,0
1,48,261.278,260.461,DsssRate11Mbps,11,282.426,794.289,134.315,0,0,0,0,0,0
1,49,291.262,290.445,DsssRate5_5Mbps,5.5,461.312,58.3488,109.071,0,0,0,0,0,0
1,50,214.65,213.833,DsssRate2Mbps,2,410.74,506.174,136.135,0,0,0,0,0,0
1.5,0,1e+06,999999,DsssRate11Mbps,11,500,500,0,0,0,0,0,0,0
1.5,1,241.969,240.742,DsssRate5_5Mbps,5.5,956.444,702.607,138.484,0,0,0,0,0,0
1.5,2,299.946,298.719,DsssRate2Mbps,2,909.417,698.084,156.777,0,0,0,0,0,0
1.5,3,205.029,203.803,DsssRate11Mbps,11,548.935,621.091,86.9131,0,0,0,0,0,0
1.5,4,217.34,216.112,DsssRate2Mbps,2,548.058,895.889,57.7833,0,0,0,0,0,0
1.5,5,228.833,227.606,DsssRate11Mbps,11,853.902,510.163,93.1342,0,0,0,0,0,0
1.5,6,258.504,257.278,DsssRate5_5Mbps,5.5,614.422,152.72,32.0322,0,0,0,0,0,0
1.5,7,218.262,217.036,DsssRate1Mbps,1,460.268,135.665,86.4674,0,0,0,0,0,0
1.5,8,215.793,214.567,DsssRate2Mbps,2,118.554,207.518,43.3421,0,0,0,0,0,0
1.5,9,285.607,284.382,DsssRate2Mbps,2,266.532,145.315,163.508,0,0,0,0,0,0
1.5,10,203.79,202.565,DsssRate5_5Mbps,5.5,600.709,130.913,140.525,0,0,0,0,0,0
1.5,11,201.604,200.378,DsssRate11Mbps,11,41.7598,316.002,171.632,0,0,0,0,0,0
1.5,12,200.039,198.812,DsssRate5_5Mbps,5.5,218.982,589.898,124.2,0,0,0,0,0,0
1.5,13,253.924,252.697,DsssRate11Mbps,11,153.552,851.685,158.832,0,0,0,0,0,0
1.5,14,267.029,265.804,DsssRate11Mbps,11,535.727,226.118,125.801,0,0,0,0,0,0
1.5,15,283.669,282.444,DsssRate5_5Mbps,5.5,252.415,144.059,70.4472,0,0,0,0,0,0
1.5,16,216.039,214.813,DsssRate1Mbps,1,145.058,308.362,90.5491,0,0,0,0,0,0
1.5,17,202.172,200.946,DsssRate5_5Mbps,5.5,424.01,68.2637,181.332,0,0,0,0,0,0
1.5,18,294.642,293.417,DsssRate1Mbps,1,579.649,367.693,156.043,0,0,0,0,0,0
1.5,19,204.925,203.698,DsssRate1Mbps,1,121.554,877.603,149.552,0,0,0,0,0,0
1.5,20,230.608,229.38,DsssRate11Mbps,11,647.533,881.633,160.777,0,0,0,0,0,0
1.5,21,205.86,204.633,DsssRate1Mbps,1,91.2849,345.173,21.2331,0,0,0,0,0,0
1.5,22,243.001,241.774,DsssRate11Mbps,11,952.893,70.2772,136.261,0,0,0,0,0,0
1.5,23,298.5,297.272,DsssRate2Mbps,2,887.367,962.775,164.675,0,0,0,0,0,0
1.5,24,260.871,259.645,DsssRate5_5Mbps,5.5,284.179,751.972,183.85,0,0,0,0,0,0
1.5,25,228.873,227.647,DsssRate5_5Mbps,5.5,185.342,441.177,60.9281,0,0,0,0,0,0
1.5,26,246.436,245.208,DsssRate5_5Mbps,5.5,933.946,336.264,40.4627,0,0,0,0,0,0
1.5,27,211.751,210.524,DsssRate11Mbps,11,513.203,839.18,110.133,0,0,0,0,0,0
1.5,28,211.831,210.606,DsssRate11Mbps,11,414.255,271.509,155.692,0,0,0,0,0,0
1.5,29,245.429,244.203,DsssRate11Mbps,11,615.651,252.464,72.2631,0,0,0,0,0,0
1.5,30,217.396,216.169,DsssRate2Mbps,2,298.629,854.143,45.5176,0,0,0,0,0,0
1.5,31,243.715,242.489,DsssRate5_5Mbps,5.5,399.043,724.129,79.5315,0,0,0,0,0,0
1.5,32,291.107,289.88,DsssRate5_5Mbps,5.5,792.519,42.4349,186.634,0,0,0,0,0,0
1.5,33,274.596,273.37,DsssRate5_5Mbps,5.5,729.783,147.199,66.5613,0,0,0,0,0,0
1.5,34,293.417,292.191,DsssRate2Mbps,2,203.595,537.804,195.857,0,0,0,0,0,0
1.5,35,271.369,270.143,DsssRate11Mbps,11,181.844,303.651,158.698,0,0,0,0,0,0
1.5,36,238.088,236.863,DsssRate2Mbps,2,390.288,386.08,138.195,0,0,0,0,0,0
1.5,37,237.939,236.713,DsssRate1Mbps,1,338.688,595.848,95.4319,0,0,0,0,0,0
1.5,38,207.241,206.016,DsssRate11Mbps,11,607.975,359.912,54.5267,0,0,0,0,0,0
1.5,39,259.899,258.673,DsssRate5_5Mbps,5.5,8.38473,158.929,90.0037,0,0,0,0,0,0
1.5,40,200.945,199.719,DsssRate2Mbps,2,428.113,7.37638,166.724,0,0,0,0,0,0
1.5,41,251.988,250.761,DsssRate2Mbps,2,602.904,559.305,44.7815,0,0,0,0,0,0
1.5,42,221.528,220.302,DsssRate2Mbps,2,127.711,37.8837,137.552,0,0,0,0,0,0
1.5,43,280.297,279.071,DsssRate11Mbps,11,165.053,191.842,62.5812,0,0,0,0,0,0
1.5,44,214.958,213.73,DsssRate1Mbps,1,985.94,291.685,178.646,0,0,0,0,0,0
1.5,45,236.403,235.176,DsssRate2Mbps,2,828.154,657.964,189.131,0,0,0,0,0,0
1.5,46,252.369,251.143,DsssRate5_5Mbps,5.5,679.819,315.183,52.6972,0,0,0,0,0,0
1.5,47,230.154,228.927,DsssRate1Mbps,1,745.565,456.887,183.187,0,0,0,0,0,0
1.5,48,261.278,260.052,DsssRate11Mbps,11,282.426,794.289,134.315,0,0,0,0,0,0
1.5,49,291.262,290.036,DsssRate5_5Mbps,5.5,461.312,58.3488,109.071,0,0,0,0,0,0
1.5,50,214.65,213.424,DsssRate2Mbps,2,410.74,506.174,136.135,0,0,0,0,0,0
2,0,1e+06,999998,DsssRate11Mbps,11,500,500,0,0,0,0,0,0,0
2,1,241.969,240.332,DsssRate5_5Mbps,5.5,956.444,702.607,138.484,0,0,0,0,0,0
2,2,299.946,298.309,DsssRate2Mbps,2,909.417,698.084,156.777,0,0,0,0,0,0
2,3,205.029,203.394,DsssRate11Mbps,11,548.935,621.091,86.9131,0,0,0,0,0,0
2,4,217.34,215.703,DsssRate2Mbps,2,548.058,895.889,57.7833,0,0,0,0,0,0
2,5,228.833,227.197,DsssRate11Mbps,11,853.902,510.163,93.1342,0,0,0,0,0,0
2,6,258.504,256.869,DsssRate5_5Mbps,5.5,614.422,152.72,32.0322,0,0,0,0,0,0
2,7,218.262,216.628,DsssRate1Mbps,1,460.268,135.665,86.4674,0,0,0,0,0,0
2,8,215.793,214.159,DsssRate2Mbps,2,118.554,207.518,43.3421,0,0,0,0,0,0
2,9,285.607,283.974,DsssRate2Mbps,2,266.532,145.315,163.508,0,0,0,0,0,0
2,10,203.79,202.157,DsssRate5_5Mbps,5.5,600.709,130.913,140.525,0,0,0,0,0,0
2,11,201.604,199.969,DsssRate11Mbps,11,41.7598,316.002,171.632,0,0,0,0,0,0
2,12,200.039,198.403,DsssRate5_5Mbps,5.5,218.982,589.898,124.2,0,0,0,0,0,0
2,13,253.924,252.288,DsssRate11Mbps,11,153.552,851.685,158.832,0,0,0,0,0,0
2,14,267.029,265.396,DsssRate11Mbps,11,535.727,226.118,125.801,0,0,0,0,0,0
2,15,283.669,282.036,DsssRate5_5Mbps,5.5,252.415,144.059,70.4472,0,0,0,0,0,0
2,16,216.039,214.405,DsssRate1Mbps,1,145.058,308.362,90.5491,0,0,0,0,0,0
2,17,202.172,200.537,DsssRate5_5Mbps,5.5,424.01,68.2637,181.332,0,0,0,0,0,0
2,18,294.642,293.009,DsssRate1Mbps,1,579.649,367.693,156.043,0,0,0,0,0,0
2,19,204.925,203.289,DsssRate1Mbps,1,121.554,877.603,149.552,0,0,0,0,0,0
2,20,230.608,228.971,DsssRate11Mbps,11,647.533,881.633,160.777,0,0,0,0,0,0
