window_start,window_end,node_id,sent_pkts,sent_bytes,recv_pkts,recv_bytes,avg_delay_ms,jitter_ms,throughput_bps,DestinationRecvDataPkts,DestinationRecvDataBytes,goodput_bps
0.0,0.5,0.0,2.0,168.0,1.0,84.0,0.255,0.0,1344,0.0,0.0,0
0.0,0.5,1.0,2.0,168.0,2.0,168.0,0.254,0.001,2688,0.0,0.0,0
0.0,0.5,2.0,2.0,168.0,2.0,168.0,0.255,0.0,2688,0.0,0.0,0
0.0,0.5,3.0,2.0,168.0,2.0,168.0,0.255,0.0,2688,0.0,0.0,0
0.0,0.5,4.0,2.0,168.0,2.0,168.0,0.254,0.0,2688,0.0,0.0,0
0.0,0.5,5.0,3.0,252.0,3.0,252.0,0.255,0.0,4032,0.0,0.0,0
0.0,0.5,6.0,4.0,336.0,4.0,336.0,0.254,0.001,5376,0.0,0.0,0
0.0,0.5,7.0,8.0,672.0,8.0,672.0,0.255,0.001,10752,0.0,0.0,0
0.0,0.5,8.0,6.0,504.0,6.0,504.0,0.254,0.001,8064,0.0,0.0,0
0.0,0.5,9.0,6.0,504.0,5.0,420.0,0.255,0.0,6720,0.0,0.0,0
0.0,0.5,10.0,7.0,588.0,5.0,420.0,0.255,0.001,6720,0.0,0.0,0
0.0,0.5,11.0,4.0,336.0,4.0,336.0,0.255,0.001,5376,0.0,0.0,0
0.0,0.5,12.0,2.0,168.0,2.0,168.0,0.254,0.0,2688,0.0,0.0,0
0.0,0.5,13.0,3.0,252.0,3.0,252.0,0.254,0.001,4032,0.0,0.0,0
0.0,0.5,14.0,7.0,588.0,5.0,420.0,0.254,0.0,6720,0.0,0.0,0
0.0,0.5,15.0,6.0,504.0,5.0,420.0,0.255,0.001,6720,0.0,0.0,0
0.0,0.5,16.0,6.0,504.0,6.0,504.0,0.254,0.001,8064,0.0,0.0,0
0.0,0.5,17.0,1.0,84.0,6.0,504.0,0.255,0.001,8064,0.0,0.0,0
0.0,0.5,18.0,1.0,84.0,5.0,420.0,0.255,0.0,6720,0.0,0.0,0
0.0,0.5,19.0,3.0,252.0,3.0,252.0,0.254,0.001,4032,0.0,0.0,0
0.0,0.5,20.0,2.0,168.0,2.0,168.0,0.254,0.0,2688,0.0,0.0,0
0.0,0.5,21.0,4.0,336.0,4.0,336.0,0.254,0.001,5376,0.0,0.0,0
0.0,0.5,22.0,1.0,84.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0.0,0.5,23.0,1.0,84.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0.0,0.5,24.0,4.0,336.0,4.0,336.0,0.255,0.0,5376,0.0,0.0,0
0.0,0.5,25.0,5.0,420.0,5.0,420.0,0.255,0.001,6720,0.0,0.0,0
0.0,0.5,26.0,1.0,84.0,1.0,84.0,0.255,0.0,1344,0.0,0.0,0
0.0,0.5,27.0,4.0,336.0,4.0,336.0,0.254,0.001,5376,0.0,0.0,0
0.0,0.5,28.0,8.0,672.0,6.0,504.0,0.255,0.0,8064,0.0,0.0,0
0.0,0.5,29.0,6.0,504.0,5.0,420.0,0.254,0.001,6720,0.0,0.0,0
0.0,0.5,30.0,4.0,336.0,4.0,336.0,0.255,0.001,5376,0.0,0.0,0
0.5,1.0,0.0,2.0,184.0,2.0,224.0,0.275,0.013,3584,0.0,0.0,0
0.5,1.0,1.0,2.0,200.0,2.0,208.0,0.268,0.005,3328,0.0,0.0,0
0.5,1.0,2.0,2.0,200.0,2.0,208.0,0.268,0.005,3328,0.0,0.0,0
0.5,1.0,3.0,2.0,200.0,2.0,208.0,0.269,0.013,3328,0.0,0.0,0
0.5,1.0,4.0,2.0,200.0,2.0,216.0,0.272,0.008,3456,0.0,0.0,0
0.5,1.0,5.0,3.0,324.0,2.0,200.0,0.266,0.001,3200,0.0,0.0,0
0.5,1.0,6.0,4.0,464.0,4.0,520.0,0.288,0.009,8320,0.0,0.0,0
0.5,1.0,7.0,8.0,1184.0,8.0,1000.0,0.284,0.003,16000,0.0,0.0,0
0.5,1.0,8.0,6.0,792.0,6.0,736.0,0.282,0.004,11776,0.0,0.0,0
0.5,1.0,9.0,6.0,744.0,6.0,800.0,0.29,0.006,12800,0.0,0.0,0
0.5,1.0,10.0,7.0,868.0,7.0,900.0,0.287,0.007,14400,0.0,0.0,0
0.5,1.0,11.0,4.0,464.0,4.0,504.0,0.284,0.005,8064,0.0,0.0,0
0.5,1.0,12.0,1.0,100.0,2.0,240.0,0.28,0.005,3840,0.0,0.0,0
0.5,1.0,13.0,3.0,324.0,3.0,340.0,0.275,0.004,5440,0.0,0.0,0
0.5,1.0,14.0,7.0,868.0,7.0,900.0,0.286,0.007,14400,0.0,0.0,0
0.5,1.0,15.0,6.0,744.0,6.0,800.0,0.29,0.006,12800,0.0,0.0,0
0.5,1.0,16.0,6.0,792.0,6.0,736.0,0.282,0.004,11776,0.0,0.0,0
0.5,1.0,17.0,6.0,792.0,6.0,776.0,0.287,0.007,12416,0.0,0.0,0
0.5,1.0,18.0,5.0,620.0,5.0,596.0,0.279,0.011,9536,0.0,0.0,0
0.5,1.0,19.0,3.0,324.0,3.0,340.0,0.276,0.003,5440,0.0,0.0,0
0.5,1.0,20.0,2.0,200.0,2.0,216.0,0.272,0.009,3456,0.0,0.0,0
0.5,1.0,21.0,4.0,464.0,4.0,504.0,0.284,0.005,8064,0.0,0.0,0
0.5,1.0,22.0,1.0,84.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0.5,1.0,23.0,1.0,84.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0.5,1.0,24.0,4.0,464.0,4.0,432.0,0.272,0.005,6912,0.0,0.0,0
0.5,1.0,25.0,5.0,620.0,4.0,496.0,0.283,0.006,7936,0.0,0.0,0
0.5,1.0,26.0,1.0,92.0,1.0,108.0,0.272,0.0,1728,0.0,0.0,0
0.5,1.0,27.0,4.0,464.0,4.0,416.0,0.269,0.006,6656,0.0,0.0,0
0.5,1.0,28.0,8.0,1056.0,8.0,1024.0,0.286,0.006,16384,0.0,0.0,0
0.5,1.0,29.0,6.0,744.0,6.0,768.0,0.286,0.008,12288,0.0,0.0,0
0.5,1.0,30.0,4.0,464.0,4.0,448.0,0.275,0.003,7168,0.0,0.0,0
1.0,1.5,0.0,2.0,200.0,2.0,224.0,0.275,0.007,3584,0.0,0.0,0
1.0,1.5,1.0,2.0,200.0,2.0,208.0,0.265,0.007,3328,0.0,0.0,0
1.0,1.5,2.0,1.0,100.0,2.0,208.0,0.27,0.0,3328,0.0,0.0,0
1.0,1.5,3.0,2.0,200.0,2.0,216.0,0.265,0.007,3456,0.0,0.0,0
1.0,1.5,4.0,2.0,200.0,2.0,216.0,0.265,0.007,3456,0.0,0.0,0
1.0,1.5,5.0,3.0,324.0,2.0,192.0,0.265,0.007,3072,0.0,0.0,0
1.0,1.5,6.0,4.0,464.0,4.0,560.0,0.292,0.005,8960,0.0,0.0,0
1.0,1.5,7.0,8.0,1184.0,8.0,1072.0,0.29,0.005,17152,0.0,0.0,0
1.0,1.5,8.0,6.0,792.0,4.0,504.0,0.283,0.005,8064,0.0,0.0,0
1.0,1.5,9.0,4.0,528.0,6.0,824.0,0.292,0.008,13184,0.0,0.0,0
1.0,1.5,10.0,7.0,980.0,6.0,808.0,0.29,0.009,12928,0.0,0.0,0
1.0,1.5,11.0,1.0,116.0,4.0,504.0,0.285,0.006,8064,0.0,0.0,0
1.0,1.5,12.0,2.0,200.0,2.0,240.0,0.28,0.0,3840,0.0,0.0,0
1.0,1.5,13.0,3.0,324.0,3.0,340.0,0.277,0.006,5440,0.0,0.0,0
1.0,1.5,14.0,7.0,980.0,6.0,808.0,0.29,0.009,12928,0.0,0.0,0
