window_start,window_end,sent_pkts,sent_bytes,recv_pkts,recv_bytes,avg_delay_ms,jitter_ms,DestinationRecvDataPkts,DestinationRecvDataBytes,throughput_bps,goodput_bps,ETX,PDR,LossRate
125.0,125.5,396,110402,216,110402,1.917,1.843,10.0,5760.0,1766432,92160,39.6,0.025,0.975
125.5,126.0,432,107794,264,107794,0.894,0.667,0.0,0.0,1724704,0,0.0,0.0,1.0
126.0,126.5,437,122324,248,122324,1.327,1.727,155.0,89280.0,1957184,1428480,2.819,0.355,0.645
126.5,127.0,506,160922,230,160922,1.483,1.337,143.0,82368.0,2574752,1317888,3.538,0.283,0.717
127.0,127.5,556,171514,268,171514,1.373,0.934,142.0,81792.0,2744224,1308672,3.915,0.255,0.745
127.5,128.0,563,180434,258,180434,1.376,0.991,4.0,2304.0,2886944,36864,140.75,0.007,0.993
128.0,128.5,553,175144,255,175144,1.541,1.049,44.0,25344.0,2802304,405504,12.568,0.08,0.92
128.5,129.0,591,179818,293,179818,1.314,1.276,114.0,65664.0,2877088,1050624,5.184,0.193,0.807
129.0,129.5,683,183858,395,183858,0.924,1.252,200.0,115200.0,2941728,1843200,3.415,0.293,0.707
129.5,130.0,489,133776,278,133776,1.446,1.827,69.0,39744.0,2140416,635904,7.087,0.141,0.859
130.0,130.5,380,108046,199,108046,2.03,1.687,1.0,576.0,1728736,9216,380.0,0.003,0.997
130.5,131.0,504,142224,275,142224,1.371,1.0,0.0,0.0,2275584,0,0.0,0.0,1.0
131.0,131.5,314,71286,216,71286,2.032,2.207,0.0,0.0,1140576,0,0.0,0.0,1.0
131.5,132.0,329,82772,191,82772,2.257,2.001,0.0,0.0,1324352,0,0.0,0.0,1.0
132.0,132.5,293,77910,165,77910,2.588,2.027,0.0,0.0,1246560,0,0.0,0.0,1.0
132.5,133.0,286,69920,174,69920,2.73,2.167,0.0,0.0,1118720,0,0.0,0.0,1.0
133.0,133.5,640,164248,387,164248,0.788,0.495,239.0,137664.0,2627968,2202624,2.678,0.373,0.627
133.5,134.0,606,185808,316,185808,0.908,0.923,125.0,72000.0,2972928,1152000,4.848,0.206,0.794
134.0,134.5,536,182616,226,182616,1.301,0.804,111.0,63936.0,2921856,1022976,4.829,0.207,0.793
134.5,135.0,563,187802,259,187802,1.116,0.993,61.0,35136.0,3004832,562176,9.23,0.108,0.892
135.0,135.5,667,187628,366,187628,0.907,0.585,251.0,144576.0,3002048,2313216,2.657,0.376,0.624
135.5,136.0,802,256242,370,256242,0.841,0.459,29.0,16704.0,4099872,267264,27.655,0.036,0.964
136.0,136.5,824,266186,367,266186,0.782,0.426,0.0,0.0,4258976,0,0.0,0.0,1.0
136.5,137.0,585,160022,355,160022,0.527,0.793,1.0,576.0,2560352,9216,585.0,0.002,0.998
137.0,137.5,831,234248,459,234248,0.671,0.497,322.0,185472.0,3747968,2967552,2.581,0.387,0.613
137.5,138.0,744,228814,370,228814,0.905,0.829,241.0,138816.0,3661024,2221056,3.087,0.324,0.676
138.0,138.5,586,195492,267,195492,1.303,1.045,73.0,42048.0,3127872,672768,8.027,0.125,0.875
138.5,139.0,562,213860,199,213860,1.769,1.033,45.0,25920.0,3421760,414720,12.489,0.08,0.92
139.0,139.5,592,220680,223,220680,1.682,1.205,3.0,1728.0,3530880,27648,197.333,0.005,0.995
139.5,140.0,887,264366,460,264366,0.57,0.509,109.0,62784.0,4229856,1004544,8.138,0.123,0.877
140.0,140.5,650,197608,331,197608,0.885,0.696,157.0,90432.0,3161728,1446912,4.14,0.242,0.758
140.5,141.0,521,147700,281,147700,1.47,0.993,105.0,60480.0,2363200,967680,4.962,0.202,0.798
141.0,141.5,490,122946,307,122946,1.394,1.113,19.0,10944.0,1967136,175104,25.789,0.039,0.961
141.5,142.0,177,37260,127,37260,1.016,1.127,0.0,0.0,596160,0,0.0,0.0,1.0
142.0,142.5,477,122270,294,122270,0.741,0.483,183.0,105408.0,1956320,1686528,2.607,0.384,0.616
142.5,143.0,549,169494,280,169494,1.379,1.023,82.0,47232.0,2711904,755712,6.695,0.149,0.851
143.0,143.5,521,162102,253,162102,1.569,1.035,70.0,40320.0,2593632,645120,7.443,0.134,0.866
143.5,144.0,520,159896,255,159896,1.51,1.019,25.0,14400.0,2558336,230400,20.8,0.048,0.952
144.0,144.5,529,168246,248,168246,1.544,1.041,65.0,37440.0,2691936,599040,8.138,0.123,0.877
144.5,145.0,474,146676,241,146676,1.502,1.201,6.0,3456.0,2346816,55296,79.0,0.013,0.987
145.0,145.5,494,132968,285,132968,1.344,0.957,94.0,54144.0,2127488,866304,5.255,0.19,0.81
145.5,146.0,499,143380,258,143380,1.531,0.883,109.0,62784.0,2294080,1004544,4.578,0.218,0.782
146.0,146.5,678,187154,371,187154,0.973,0.344,4.0,2304.0,2994464,36864,169.5,0.006,0.994
146.5,147.0,517,145660,276,145660,1.504,0.936,103.0,59328.0,2330560,949248,5.019,0.199,0.801
147.0,147.5,361,94982,208,94982,2.101,1.994,47.0,27072.0,1519712,433152,7.681,0.13,0.87
147.5,148.0,303,91650,131,91650,2.275,1.65,23.0,13248.0,1466400,211968,13.174,0.076,0.924
148.0,148.5,370,102120,201,102120,1.801,1.118,0.0,0.0,1633920,0,0.0,0.0,1.0
148.5,149.0,507,134772,298,134772,1.315,0.951,94.0,54144.0,2156352,866304,5.394,0.185,0.815
149.0,149.5,635,179820,333,179820,0.991,0.557,6.0,3456.0,2877120,55296,105.833,0.009,0.991
149.5,150.0,292,76852,172,76852,0.767,0.463,0.0,0.0,1229632,0,0.0,0.0,1.0
150.0,150.5,515,137388,302,137388,0.56,0.497,210.0,120960.0,2198208,1935360,2.452,0.408,0.592
150.5,151.0,451,154292,197,154292,1.68,1.652,83.0,47808.0,2468672,764928,5.434,0.184,0.816
151.0,151.5,527,179324,218,179324,1.821,1.244,17.0,9792.0,2869184,156672,31.0,0.032,0.968
151.5,152.0,444,158854,170,158854,2.112,1.666,40.0,23040.0,2541664,368640,11.1,0.09,0.91
152.0,152.5,522,150388,276,150388,1.384,1.015,0.0,0.0,2406208,0,0.0,0.0,1.0
152.5,153.0,127,27958,81,27958,0.864,1.243,3.0,1728.0,447328,27648,42.333,0.024,0.976
153.0,153.5,449,123640,251,123640,1.323,0.982,93.0,53568.0,1978240,857088,4.828,0.207,0.793
153.5,154.0,480,139484,242,139484,1.587,0.903,109.0,62784.0,2231744,1004544,4.404,0.227,0.773
154.0,154.5,476,149598,220,149598,1.782,1.072,96.0,55296.0,2393568,884736,4.958,0.202,0.798
154.5,155.0,335,98768,168,98768,2.53,1.87,11.0,6336.0,1580288,101376,30.455,0.033,0.967
155.0,155.5,152,34156,100,34156,0.85,1.038,0.0,0.0,546496,0,0.0,0.0,1.0
155.5,156.0,291,82454,155,82454,2.484,1.877,54.0,31104.0,1319264,497664,5.389,0.186,0.814
156.0,156.5,315,92642,157,92642,2.713,1.787,59.0,33984.0,1482272,543744,5.339,0.187,0.813
156.5,157.0,397,115710,198,115710,2.051,1.47,32.0,18432.0,1851360,294912,12.406,0.081,0.919
157.0,157.5,356,106340,173,106340,2.312,1.644,42.0,24192.0,1701440,387072,8.476,0.118,0.882
157.5,158.0,582,203956,236,203956,1.5,1.712,47.0,27072.0,3263296,433152,12.383,0.081,0.919
158.0,158.5,757,235284,359,235284,0.582,0.558,2.0,1152.0,3764544,18432,378.5,0.003,0.997
158.5,159.0,562,155686,301,155686,0.615,0.696,3.0,1728.0,2490976,27648,187.333,0.005,0.995
159.0,159.5,112,24364,75,24364,0.533,0.502,0.0,0.0,389824,0,0.0,0.0,1.0
159.5,160.0,550,183872,238,183872,1.042,1.405,25.0,14400.0,2941952,230400,22.0,0.045,0.955
160.0,160.5,752,253704,321,253704,0.773,0.969,13.0,7488.0,4059264,119808,57.846,0.017,0.983
160.5,161.0,626,219966,253,219966,1.103,1.217,16.0,9216.0,3519456,147456,39.125,0.026,0.974
161.0,161.5,238,72142,118,72142,0.737,0.852,3.0,1728.0,1154272,27648,79.333,0.013,0.987
161.5,162.0,43,4700,41,4700,0.415,0.499,0.0,0.0,75200,0,0.0,0.0,1.0
162.0,162.5,634,208044,286,208044,0.892,1.046,15.0,8640.0,3328704,138240,42.267,0.024,0.976
162.5,163.0,633,214434,271,214434,1.114,1.074,1.0,576.0,3430944,9216,633.0,0.002,0.998
163.0,163.5,669,229134,279,229134,1.079,1.166,9.0,5184.0,3666144,82944,74.333,0.013,0.987
163.5,164.0,147,58668,54,58668,0.426,0.499,0.0,0.0,938688,0,0.0,0.0,1.0
164.0,164.5,599,206220,250,206220,0.616,0.487,0.0,0.0,3299520,0,0.0,0.0,1.0
164.5,165.0,529,152600,274,152600,0.602,0.49,0.0,0.0,2441600,0,0.0,0.0,1.0
165.0,165.5,533,151876,283,151876,0.555,0.498,0.0,0.0,2430016,0,0.0,0.0,1.0
165.5,166.0,525,148876,277,148876,0.567,0.496,0.0,0.0,2382016,0,0.0,0.0,1.0
166.0,166.5,153,38574,91,38574,0.56,0.499,0.0,0.0,617184,0,0.0,0.0,1.0
166.5,167.0,51,6444,49,6444,0.286,0.456,0.0,0.0,103104,0,0.0,0.0,1.0
167.0,167.5,457,128628,243,128628,0.551,0.498,0.0,0.0,2058048,0,0.0,0.0,1.0
167.5,168.0,519,148212,271,148212,0.557,0.498,0.0,0.0,2371392,0,0.0,0.0,1.0
168.0,168.5,518,147464,272,147464,0.585,0.494,0.0,0.0,2359424,0,0.0,0.0,1.0
168.5,169.0,523,148160,277,148160,0.56,0.497,0.0,0.0,2370560,0,0.0,0.0,1.0
169.0,169.5,516,146912,270,146912,0.556,0.498,0.0,0.0,2350592,0,0.0,0.0,1.0
169.5,170.0,524,147974,277,147974,0.563,0.497,0.0,0.0,2367584,0,0.0,0.0,1.0
170.0,170.5,517,147464,269,147464,0.587,0.493,0.0,0.0,2359424,0,0.0,0.0,1.0
170.5,171.0,523,149414,272,149414,0.555,0.498,233.0,134208.0,2390624,2147328,2.245,0.446,0.554
171.0,171.5,526,151018,272,151018,0.599,0.491,244.0,140544.0,2416288,2248704,2.156,0.464,0.536
171.5,172.0,521,149276,270,149276,0.615,0.488,244.0,140544.0,2388416,2248704,2.135,0.468,0.532
172.0,172.5,520,150446,265,150446,0.574,0.495,245.0,141120.0,2407136,2257920,2.122,0.471,0.529
172.5,173.0,524,149808,273,149808,0.564,0.497,244.0,140544.0,2396928,2248704,2.148,0.466,0.534
173.0,173.5,524,149434,272,149434,0.559,0.497,244.0,140544.0,2390944,2248704,2.148,0.466,0.534
173.5,174.0,524,150020,273,150020,0.56,0.497,244.0,140544.0,2400320,2248704,2.148,0.466,0.534
174.0,174.5,527,150616,276,150616,0.562,0.497,244.0,140544.0,2409856,2248704,2.16,0.463,0.537
174.5,175.0,523,150420,271,150420,0.572,0.496,244.0,140544.0,2406720,2248704,2.143,0.467,0.533
175.0,175.5,522,149352,272,149352,0.588,0.493,244.0,140544.0,2389632,2248704,2.139,0.467,0.533
175.5,176.0,529,151576,275,151576,0.575,0.495,245.0,141120.0,2425216,2257920,2.159,0.463,0.537
176.0,176.5,522,148432,274,148432,0.555,0.498,244.0,140544.0,2374912,2248704,2.139,0.467,0.533
176.5,177.0,527,149768,275,149768,0.571,0.496,244.0,140544.0,2396288,2248704,2.16,0.463,0.537
177.0,177.5,526,150796,274,150796,0.591,0.493,244.0,140544.0,2412736,2248704,2.156,0.464,0.536
177.5,178.0,523,149048,274,149048,0.555,0.498,244.0,140544.0,2384768,2248704,2.143,0.467,0.533
178.0,178.5,522,148020,275,148020,0.56,0.497,244.0,140544.0,2368320,2248704,2.139,0.467,0.533
178.5,179.0,524,149300,275,149300,0.589,0.493,244.0,140544.0,2388800,2248704,2.148,0.466,0.534
179.0,179.5,527,151352,275,151352,0.553,0.498,245.0,141120.0,2421632,2257920,2.151,0.465,0.535
179.5,180.0,530,151146,277,151146,0.56,0.497,244.0,140544.0,2418336,2248704,2.172,0.46,0.54
180.0,180.5,525,148862,276,148862,0.601,0.49,244.0,140544.0,2381792,2248704,2.152,0.465,0.535
180.5,181.0,549,155928,286,155928,0.619,0.591,244.0,140544.0,2494848,2248704,2.25,0.444,0.556
181.0,181.5,526,149436,278,149436,0.561,0.497,244.0,140544.0,2390976,2248704,2.156,0.464,0.536
181.5,182.0,523,183298,214,183298,1.561,1.076,78.0,44928.0,2932768,718848,6.705,0.149,0.851
182.0,182.5,503,181500,193,181500,1.829,0.993,65.0,37440.0,2904000,599040,7.738,0.129,0.871
182.5,183.0,489,170560,200,170560,1.835,0.981,48.0,27648.0,2728960,442368,10.188,0.098,0.902
183.0,183.5,441,154632,175,154632,2.286,0.823,2.0,1152.0,2474112,18432,220.5,0.005,0.995
183.5,184.0,515,157576,245,157576,1.416,1.108,0.0,0.0,2521216,0,0.0,0.0,1.0
184.0,184.5,374,111106,186,111106,2.21,0.828,1.0,576.0,1777696,9216,374.0,0.003,0.997
184.5,185.0,666,191936,341,191936,1.375,1.093,0.0,0.0,3070976,0,0.0,0.0,1.0
185.0,185.5,524,148124,277,148124,0.578,0.495,204.0,117504.0,2369984,1880064,2.569,0.389,0.611
185.5,186.0,528,151072,275,151072,0.589,0.493,244.0,140544.0,2417152,2248704,2.164,0.462,0.538
186.0,186.5,535,151240,287,151240,0.575,0.495,245.0,141120.0,2419840,2257920,2.184,0.458,0.542
186.5,187.0,530,151226,277,151226,0.581,0.494,244.0,140544.0,2419616,2248704,2.172,0.46,0.54
187.0,187.5,525,148774,276,148774,0.605,0.49,244.0,140544.0,2380384,2248704,2.152,0.465,0.535
187.5,188.0,533,153068,277,153068,0.563,0.497,244.0,140544.0,2449088,2248704,2.184,0.458,0.542
188.0,188.5,530,149408,282,149408,0.585,0.494,244.0,140544.0,2390528,2248704,2.172,0.46,0.54
188.5,189.0,529,149888,279,149888,0.581,0.494,244.0,140544.0,2398208,2248704,2.168,0.461,0.539
189.0,189.5,518,177974,218,177974,1.468,1.039,73.0,42048.0,2847584,672768,7.096,0.141,0.859
189.5,190.0,468,168148,178,168148,2.18,0.858,17.0,9792.0,2690368,156672,27.529,0.036,0.964
190.0,190.5,481,173468,183,173468,2.016,0.958,5.0,2880.0,2775488,46080,96.2,0.01,0.99
190.5,191.0,846,252102,418,252102,0.706,0.511,31.0,17856.0,4033632,285696,27.29,0.037,0.963
191.0,191.5,487,135426,263,135426,0.586,0.531,219.0,126144.0,2166816,2018304,2.224,0.45,0.55
191.5,192.0,428,151472,168,151472,2.137,0.96,15.0,8640.0,2423552,138240,28.533,0.035,0.965
192.0,192.5,453,167982,167,167982,2.012,1.012,19.0,10944.0,2687712,175104,23.842,0.042,0.958
192.5,193.0,514,184516,197,184516,1.624,1.088,19.0,10944.0,2952256,175104,27.053,0.037,0.963
193.0,193.5,549,161476,275,161476,1.236,1.049,104.0,59904.0,2583616,958464,5.279,0.189,0.811
193.5,194.0,830,236536,433,236536,0.661,0.626,371.0,213696.0,3784576,3419136,2.237,0.447,0.553
194.0,194.5,715,207330,366,207330,0.574,0.495,344.0,198144.0,3317280,3170304,2.078,0.481,0.519
194.5,195.0,525,147806,276,147806,0.558,0.498,244.0,140544.0,2364896,2248704,2.152,0.465,0.535
195.0,195.5,530,149780,281,149780,0.566,0.497,244.0,140544.0,2396480,2248704,2.172,0.46,0.54
195.5,196.0,523,150898,266,150898,0.59,0.493,244.0,140544.0,2414368,2248704,2.143,0.467,0.533
196.0,196.5,525,148328,277,148328,0.545,0.499,244.0,140544.0,2373248,2248704,2.152,0.465,0.535
196.5,197.0,528,149524,280,149524,0.629,0.484,244.0,140544.0,2392384,2248704,2.164,0.462,0.538
197.0,197.5,526,149366,277,149366,0.552,0.498,245.0,141120.0,2389856,2257920,2.147,0.466,0.534
197.5,198.0,520,148392,272,148392,0.559,0.497,244.0,140544.0,2374272,2248704,2.131,0.469,0.531
198.0,198.5,500,182724,184,182724,1.087,0.977,79.0,45504.0,2923584,728064,6.329,0.158,0.842
198.5,199.0,498,193560,145,193560,1.503,1.028,79.0,45504.0,3096960,728064,6.304,0.159,0.841
199.0,199.5,471,178454,160,178454,1.606,1.128,60.0,34560.0,2855264,552960,7.85,0.127,0.873
199.5,200.0,555,190956,227,190956,1.819,1.1,3.0,1728.0,3055296,27648,185.0,0.005,0.995
