scenario_id,node_density_level,node_speed_level,energy_capacity_level,range_level,traffic_type,communication_Type,num_source_nodes,num_destination_nodes,protocol,total_time,simulation_zone
1,LOW,LOW,LOW,HIGH,CBR,UAV <-> UAV,5,5,OLSR,200,1000x1000x200
