time,node_id,initial_energy,remaining_energy,data_mode,data_rate_mbps,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,speed_m_s,yaw_deg,pitch_deg
7.5,4,103.067,96.9285,DsssRate2Mbps,2,548.058,895.889,57.7833,0,0,0,0,0,0
7.5,5,112.874,106.739,DsssRate11Mbps,11,853.902,510.163,93.1342,0,0,0,0,0,0
7.5,6,122.206,116.071,DsssRate5_5Mbps,5.5,614.422,152.72,32.0322,0,0,0,0,0,0
7.5,7,145.576,139.443,DsssRate1Mbps,1,460.268,135.665,86.4674,0,0,0,0,0,0
7.5,8,139.507,133.37,DsssRate2Mbps,2,118.554,207.518,43.3421,0,0,0,0,0,0
7.5,9,112.902,106.767,DsssRate2Mbps,2,266.532,145.315,163.508,0,0,0,0,0,0
7.5,10,130.095,123.959,DsssRate5_5Mbps,5.5,600.709,130.913,140.525,0,0,0,0,0,0
8,0,1e+06,999993,DsssRate11Mbps,11,500,500,0,0,0,0,0,0,0
8,1,132.764,126.218,DsssRate5_5Mbps,5.5,956.444,702.607,138.484,0,0,0,0,0,0
8,2,101.688,95.1434,DsssRate2Mbps,2,909.417,698.084,156.777,0,0,0,0,0,0
8,3,114.45,107.908,DsssRate11Mbps,11,548.935,621.091,86.9131,0,0,0,0,0,0
8,4,103.067,96.5195,DsssRate2Mbps,2,548.058,895.889,57.7833,0,0,0,0,0,0
8,5,112.874,106.331,DsssRate11Mbps,11,853.902,510.163,93.1342,0,0,0,0,0,0
8,6,122.206,115.662,DsssRate5_5Mbps,5.5,614.422,152.72,32.0322,0,0,0,0,0,0
8,7,145.576,139.034,DsssRate1Mbps,1,460.268,135.665,86.4674,0,0,0,0,0,0
8,8,139.507,132.961,DsssRate2Mbps,2,118.554,207.518,43.3421,0,0,0,0,0,0
8,9,112.902,106.358,DsssRate2Mbps,2,266.532,145.315,163.508,0,0,0,0,0,0
8,10,130.095,123.55,DsssRate5_5Mbps,5.5,600.709,130.913,140.525,0,0,0,0,0,0
8.5,0,1e+06,999993,DsssRate11Mbps,11,500,500,0,0,0,0,0,0,0
8.5,1,132.764,125.808,DsssRate5_5Mbps,5.5,956.444,702.607,138.484,0,0,0,0,0,0
8.5,2,101.688,94.7343,DsssRate2Mbps,2,909.417,698.084,156.777,0,0,0,0,0,0
8.5,3,114.45,107.499,DsssRate11Mbps,11,548.935,621.091,86.9131,0,0,0,0,0,0
8.5,4,103.067,96.1102,DsssRate2Mbps,2,548.058,895.889,57.7833,0,0,0,0,0,0
8.5,5,112.874,105.922,DsssRate11Mbps,11,853.902,510.163,93.1342,0,0,0,0,0,0
8.5,6,122.206,115.253,DsssRate5_5Mbps,5.5,614.422,152.72,32.0322,0,0,0,0,0,0
8.5,7,145.576,138.625,DsssRate1Mbps,1,460.268,135.665,86.4674,0,0,0,0,0,0
8.5,8,139.507,132.552,DsssRate2Mbps,2,118.554,207.518,43.3421,0,0,0,0,0,0
8.5,9,112.902,105.949,DsssRate2Mbps,2,266.532,145.315,163.508,0,0,0,0,0,0
8.5,10,130.095,123.141,DsssRate5_5Mbps,5.5,600.709,130.913,140.525,0,0,0,0,0,0
9,0,1e+06,999993,DsssRate11Mbps,11,500,500,0,0,0,0,0,0,0
9,1,132.764,125.399,DsssRate5_5Mbps,5.5,956.444,702.607,138.484,0,0,0,0,0,0
9,2,101.688,94.3252,DsssRate2Mbps,2,909.417,698.084,156.777,0,0,0,0,0,0
9,3,114.45,107.09,DsssRate11Mbps,11,548.935,621.091,86.9131,0,0,0,0,0,0
9,4,103.067,95.701,DsssRate2Mbps,2,548.058,895.889,57.7833,0,0,0,0,0,0
9,5,112.874,105.513,DsssRate11Mbps,11,853.902,510.163,93.1342,0,0,0,0,0,0
