scenario_id,node_density_level,node_speed_level,energy_capacity_level,range_level,traffic_type,communication_Type,num_source_nodes,num_destination_nodes,protocol,total_time,simulation_zone
6,HIGH,LOW,MEDIUM,LOW,CBR,UAV <-> UAV,10,10,OLSR,200,1000x1000x200
